movie,genre,compound
Arcade,sci-fi,"[0.3182, 0.7506, 0.7791, 0.3612, 0.765, -0.4767, -0.9081, 0.2732, 0.9393, 0.6908, -0.2263, -0.8957, 0.9371, 0.2023, -0.7506, 0.8402, 0.6669, -0.5719, 0.8637, -0.9022, -0.8481, -0.7964, -0.4767, 0.9042, 0.6808, 0.8885, 0.872, 0.6908, 0.8242, 0.3612, 0.936, 0.5423, 0.8074, 0.6249, 0.8225, -0.5267, -0.128, 0.7096, 0.4939, -0.1027, -0.7096, -0.128, 0.8689, -0.7184, -0.0258, 0.802, -0.7269, 0.8442, 0.7269, -0.8885, -0.4019, -0.4767, -0.7579, 0.5719, -0.872, -0.2023, 0.8955, 0.1027, -0.2263, -0.4215, -0.0516, -0.128, -0.4215, 0.6597, -0.4404, -0.4767, 0.7096, 0.0772, 0.91, 0.6249, -0.7506, 0.5423, 0.3818, -0.891, 0.1779, -0.6705, 0.7506, 0.2732, -0.8271, -0.872, -0.6124, 0.4215, 0.765, 0.3182, 0.0772, 0.9118, -0.128, 0.9201, 0.4404, 0.6656, 0.7269, 0.3612, 0.6249, 0.9403, -0.4404, -0.5574, 0.128, 0.9432, -0.9705, 0.9062, 0.7269, 0.7906, -0.8934, -0.9118, 0.3818, 0.6369, 0.4215, 0.6705, 0.7579, -0.6597, 0.1779, 0.2263, 0.0516, 0.3182, 0.6597, 0.6204, 0.6486, 0.8126, 0.3612, -0.7184, 0.9403, 0.4767, -0.2263, -0.91, 0.8519, 0.4939, 0.8658, -0.3182, -0.128, -0.25, -0.3612, -0.8316, -0.4601, 0.0772, -0.4588, 0.4215, 0.1548, -0.7506, 0.2023, -0.4215, -0.4215, -0.4939, 0.7717, 0.8601, -0.802, 0.8442, -0.1371, -0.4588, -0.3818, -0.128, -0.7096, 0.802, -0.6705, -0.8442, -0.2023, 0.8316, 0.8126, 0.4939, -0.128, -0.8519, -0.1027, 0.765, -0.7964, 0.296, -0.6705, -0.8481, -0.3626, -0.9638, -0.9423, 0.5719, -0.6597, -0.8316, -0.9201, -0.9545, -0.7906, -0.743, -0.7003, -0.4215, 0.6369, -0.4019, 0.6808, 0.9118, -0.0258, 0.2732, 0.7269, -0.7579, 0.6808, 0.8402, 0.7717, 0.7564, -0.9001, -0.8934, 0.9169, 0.9155, -0.9042, 0.8402, 0.7947, 0.6808, 0.1531, 0.5859]"
Apt Pupil,"drama,thriller","[0.3182, 0.6124, 0.5574, -0.25, 0.2263, -0.0516, -0.7845, -0.296, 0.6705, 0.9851, -0.8225, 0.25, -0.7184, 0.6486, 0.5267, 0.3612, 0.9349, -0.25, 0.8658, 0.7906, 0.7269, -0.765, 0.4588, -0.8807, -0.0258, 0.5106, -0.5106, -0.6249, 0.8402, 0.9001, -0.9186, 0.296, -0.4019, -0.6124, -0.9179, 0.5574, -0.985, -0.935, -0.9231, -0.88, -0.9442, -0.8225, -0.34, -0.25, 0.5106, 0.3283, -0.2732, 0.9779, 0.9001, -0.836, 0.4939, -0.8658, -0.1779, -0.1027, -0.8934, 0.3818, -0.9169, 0.9501, -0.7425, -0.9738, 0.872, -0.2732, 0.5719, -0.8271, -0.9325, -0.0516, 0.8442, -0.6249, -0.5106, 0.8176, -0.9001, -0.6808, 0.25, -0.872, 0.6369, -0.3182, -0.6369, -0.8889, -0.4364, -0.8658, -0.6808, 0.8225, 0.9509, 0.128, -0.4703, 0.296, 0.6124, 0.6486, 0.0516, 0.5399, -0.5267, -0.8082, -0.4215, -0.1779, 0.2023, 0.2023, 0.9062, 0.7506, 0.1027, 0.3599, 0.5106, 0.9545, 0.9349, 0.9186, 0.9274, 0.6597, -0.5423, -0.4939, 0.2263, -0.7906, 0.5267, 0.1531, -0.2023, 0.5994, 0.9081, 0.9062, 0.8176, 0.7964, 0.8834, -0.0516, 0.5798, 0.25, 0.3612, 0.9698, -0.9393, -0.5046, 0.8316, 0.4215, -0.8555, -0.7783, -0.9118, 0.6705, -0.8555, -0.7184, -0.5719, -0.9624, -0.9552, -0.9485, -0.5859, -0.8074, -0.9313, -0.9623, 0.7269, -0.3818, 0.25, -0.7783, -0.8658, 0.8834, 0.8126, -0.7717, -0.8316, -0.9001, -0.9289, 0.9618, 0.7783, 0.8591, -0.1027, 0.9753, 0.128, 0.0258, 0.3167, 0.9524, 0.5859, -0.9432, -0.7845, -0.128, 0.7717, -0.7184, 0.5423, 0.2263, 0.0516, -0.1779, 0.8481, 0.7845, 0.8271, -0.5574, 0.1725, 0.9136, -0.1027, -0.0772, 0.9246, 0.296, 0.9575, -0.8402, 0.7717, -0.0516, -0.6249, 0.8207, 0.2023, -0.8176, -0.6486, -0.128, 0.079, -0.574, 0.836, -0.836, -0.34, -0.802, 0.6369, -0.8519]"
Arctic Blue,"action,thriller","[0.7717, -0.25, -0.8334, 0.8555, 0.2023, 0.7579, -0.6808, -0.8074, -0.1779, -0.872, 0.4939, 0.0258, 0.1531, -0.0258, 0.5994, -0.2732, -0.9001, -0.8225, -0.5859, 0.7184, -0.7964, -0.9062, -0.9786, -0.0258, -0.5994, 0.9814, 0.8316, 0.2115, -0.5946, 0.1027, 0.6808, -0.7661, -0.9325, -0.7964, -0.7964, -0.765, -0.6908, 0.8807, -0.6597, -0.7783, -0.3182, -0.0516, -0.0772, -0.4404, 0.5859, 0.9153, 0.7717, 0.8578, -0.5423, -0.34, -0.91, -0.8127, 0.0433, 0.4588, -0.0258, 0.8402, 0.6486, -0.7717, 0.8271, -0.6369, 0.6169, -0.9136, -0.8271, -0.9022, 0.7076, 0.4588, -0.4215, 0.7003, 0.6898, 0.128, -0.7351, -0.836, -0.743, -0.8402, -0.5423, -0.7783, -0.6486, 0.7845, -0.9485, 0.34, -0.128, -0.9246, -0.9001, -0.743, -0.8442, -0.25, -0.8591, -0.2263, -0.0798, 0.5859, -0.7783, -0.4019, -0.6908, 0.6486, 0.0, 0.2023, -0.886, 0.7184, -0.886, 0.7845, -0.8225, -0.1779, -0.9705, 0.4767, -0.926, 0.2023, -0.8591, 0.8979, -0.296, -0.1779, -0.5719, -0.3182, -0.891, -0.8176, -0.6908, 0.0516, -0.9118, -0.6369, -0.6486, 0.3182, -0.9325, -0.5859, -0.8126, 0.743, 0.4215, -0.34, -0.8126, 0.1531, 0.6908, 0.0258, 0.8316, -0.6124, 0.4588, -0.969, -0.9501, -0.9674, -0.8225, -0.7717, -0.0258, 0.4404, -0.8519, -0.8137, -0.8074, -0.7906, 0.9153, 0.4404, -0.6705, 0.743, 0.8979, -0.8957, -0.9509, -0.926, 0.1027, -0.9538, -0.9246, -0.4404, -0.3818, -0.9001, -0.8074, -0.8402, 0.6597, -0.9153, -0.0516, -0.9217, -0.8957, 0.0258, -0.8885, -0.9657, -0.6705, -0.6369, -0.872, -0.765, -0.9477, -0.8658, -0.5719, -0.765, -0.5574, -0.2732, 0.3321, -0.2732, -0.4939, -0.7003, -0.8176, -0.6908, -0.8779, -0.9839, -0.8176, 0.7096, -0.8658, -0.7005, -0.6249, 0.0, -0.7717, -0.1531, -0.34, -0.743, -0.765, -0.8807, 0.4939, -0.4588]"
Army Of Darkness,"adventure,fantasy,action,comedy,horror","[-0.34, -0.9118, 0.802, -0.4019, -0.5267, 0.4404, -0.5994, 0.4767, 0.7184, -0.6486, -0.4215, 0.2732, -0.6597, 0.128, -0.34, -0.0258, 0.5267, 0.0, -0.5719, 0.0, 0.0, -0.7906, -0.7096, -0.7184, -0.1027, -0.4215, -0.9702, -0.8779, -0.6486, -0.8625, -0.8176, -0.34, -0.91, 0.0, -0.5106, -0.743, -0.7964, 0.5859, -0.91, 0.0, -0.4215, -0.0516, 0.743, 0.8807, 0.25, 0.5859, -0.128, -0.0258, -0.6705, 0.3612, -0.8885, 0.891, -0.743, -0.5423, 0.4404, -0.872, -0.8545, 0.7717, 0.7579, -0.7506, 0.4019, -0.8779, -0.5574, -0.34, 0.765, 0.9382, 0.8591, 0.4215, 0.7506, -0.25, 0.2263, -0.4019, -0.2263, -0.8885, -0.8402, 0.1027, -0.5719, -0.9423, 0.3612, -0.4939, -0.5267, -0.7906, -0.4404, 0.1027, -0.0258, -0.6808, 0.0, -0.0772, -0.4767, -0.7184, 0.4939, -0.3818, -0.7717, -0.7351, -0.743, 0.0516, -0.1027, -0.0258, 0.4215, 0.6124, -0.6908, -0.8689, -0.9042, -0.0772, 0.0, -0.7096, -0.4404, -0.0516, -0.9657, -0.9468, -0.7269, -0.8807, -0.9538, -0.9865, -0.936, -0.2732, -0.8625, -0.4588, -0.9062, -0.0, -0.4215, 0.7184, -0.765, -0.6369, -0.3818, 0.7351, 0.743, 0.8442, -0.7351, -0.9022, -0.986, 0.3818, 0.4019, -0.296, 0.2023, -0.0516, -0.802, -0.967, -0.7003, 0.891, 0.3182, 0.4939, -0.8126, -0.7506, 0.4019, -0.8225, 0.0516, -0.9468, -0.9246, -0.9413, 0.0, -0.6369, 0.25, -0.8689, 0.0, -0.0258, -0.5994, 0.0, -0.9081, -0.8807, -0.3182, -0.7906, -0.4767, -0.0516, -0.7964, 0.5106, 0.5106, -0.891, -0.9509, -0.8591, -0.765, -0.836, 0.7269, -0.9812, -0.765, 0.0, -0.9081, -0.93, -0.9565, -0.25, -0.9349, -0.9153, -0.8176, 0.25, 0.0, -0.9001, -0.5859, -0.5859, 0.7096, -0.6369, -0.5106, 0.0, -0.5423, -0.0772, -0.2732, -0.6908, 0.7351, -0.3182, -0.9201, -0.5478]"
Armageddon,,"[-0.9022, -0.6808, 0.0018, -0.93, -0.5994, -0.3658, -0.9001, -0.5719, -0.3612, 0.0258, -0.9468, 0.4939, -0.3612, -0.3818, -0.7717, -0.8074, 0.9638, 0.7783, -0.4767, -0.6124, -0.7717, -0.2023, 0.6705, 0.6124, 0.8834, -0.5267, -0.3477, 0.975, 0.9694, 0.4767, 0.6705, -0.6808, 0.8402, 0.5574, 0.5574, -0.8957, 0.836, -0.0258, -0.1027, -0.1027, 0.0, 0.8107, 0.9545, 0.5574, 0.4939, 0.4939, 0.6249, -0.8625, -0.1779, 0.7949, 0.8555, -0.9186, -0.6597, -0.2732, -0.9375, -0.959, -0.4767, -0.743, 0.7184, -0.802, 0.7906, 0.6486, 0.3182, 0.0772, -0.8779, -0.9423, -0.802, 0.4215, -0.9559, -0.7717, 0.9382, -0.6124, 0.5267, 0.9432, 0.4939, -0.5719, -0.3612, -0.9552, -0.2023, 0.5106, 0.0516, 0.6249, 0.128, 0.765, -0.9022, 0.9531, 0.6369, 0.6249, 0.9513, 0.8271, 0.9882, 0.9934, 0.8979, 0.8074, 0.9062, 0.9761, 0.9844, 0.9726, 0.9509, -0.4215, 0.9169, 0.5423, -0.9246, -0.6597, 0.7003, 0.9493, 0.4767, 0.836, 0.7506, -0.7506, 0.9287, 0.9442, 0.1027, 0.7717, 0.9403, 0.8834, -0.9081, 0.6705, 0.4588, 0.9747, -0.9477, 0.9485, 0.9735, -0.8807, -0.6908, -0.946, 0.9081, 0.8689, 0.8519, -0.6808, 0.946, -0.836, -0.8779, -0.296, 0.8834, 0.9393, 0.5423, -0.6597, 0.9607, -0.2023, -0.8957, -0.8885, 0.4767, 0.0516, -0.7579, 0.802, 0.9552, 0.9313, -0.8176, -0.9628, -0.1779, -0.7783, 0.1779, -0.8934, -0.7906, -0.765, -0.7096, -0.4215, -0.0516, -0.9501, -0.8957, -0.128, -0.9371, -0.128, 0.4404, 0.7449, 0.9349, -0.743, -0.836, 0.8625, -0.6597, -0.9738, 0.8979, -0.8271, -0.802, -0.8481, 0.1027, -0.8625, 0.0772, 0.6486, -0.8481, 0.9325, 0.34, 0.765, 0.9274, 0.9468, 0.5994, 0.9517, 0.9843, 0.91, 0.802, -0.7964, 0.872, -0.7506, -0.1027, 0.4939, 0.6369, 0.9747, 0.6249, 0.9817]"
Argo,"drama,thriller","[0.4019, -0.9552, 0.296, 0.0, 0.4588, 0.1531, -0.9337, -0.8591, -0.0516, 0.2732, -0.9153, -0.8979, -0.4215, 0.0, -0.4144, -0.0772, -0.8957, -0.5719, 0.7906, -0.128, -0.9674, -0.6249, 0.1027, -0.6249, 0.6597, 0.4215, 0.5719, -0.7003, -0.6124, -0.6908, 0.4019, 0.7717, 0.2263, 0.6597, 0.6249, 0.0, 0.8442, 0.6705, -0.4404, 0.3818, 0.4352, 0.4404, 0.2263, 0.4939, -0.9313, -0.6124, 0.5994, 0.296, -0.4215, 0.1012, 0.2263, -0.4767, -0.2263, -0.6249, -0.6249, 0.8779, -0.4939, -0.7351, 0.6808, 0.5994, 0.8481, 0.9198, 0.5859, 0.25, -0.5423, -0.0, -0.34, -0.8074, 0.5994, 0.9432, -0.2263, -0.34, -0.2263, -0.872, 0.0, -0.6597, 0.4404, 0.0, -0.7269, -0.1531, -0.5423, 0.34, -0.7579, 0.5267, -0.7707, 0.4939, 0.6908, -0.4939, -0.8957, -0.1779, -0.4767, -0.8225, 0.2732, -0.9666, -0.802, -0.5859, 0.5719, 0.7003, -0.0516, 0.1531, -0.1027, 0.5994, 0.8316, 0.0, 0.4404, 0.8519, -0.9337, -0.1779, 0.8271, 0.6908, 0.8126, 0.34, 0.9382, -0.6808, 0.4588, 0.0, -0.5859, -0.9423, 0.743, 0.7269, -0.1531, 0.5106, 0.6908, -0.8689, 0.7269, 0.8442, 0.6486, 0.2732, 0.296, 0.8402, -0.1531, 0.0, 0.6124, 0.6597, 0.7184, -0.0258, 0.4939, -0.8402, -0.4939, -0.8078, 0.5267, 0.5574, 0.3612, 0.4404, -0.6249, 0.4404, -0.3818, -0.4404, -0.6808, 0.8271, -0.743, 0.3612, 0.7351, 0.4019, -0.7269, 0.6597, -0.8957, -0.2023, -0.5423, 0.7096, -0.3182, 0.0, 0.8126, 0.0, 0.8555, -0.4585, 0.1531, 0.4215, -0.1058, 0.0, 0.0258, -0.296, 0.7717, 0.128, -0.34, 0.0, 0.0, 0.6124, -0.7003, -0.5106, 0.0258, -0.25, 0.3818, 0.8834, -0.2023, 0.0, 0.9571, 0.8126, 0.6249, 0.7845, 0.91, 0.7964, 0.875, -0.8402, -0.4404, 0.9231, 0.8074, 0.7096, 0.9531, 0.2263]"
"Artist, The","romance,comedy,drama","[0.0, 0.0, -0.8481, -0.1531, 0.6956, -0.296, -0.1531, 0.743, -0.3182, 0.5574, -0.6124, 0.9022, 0.1531, 0.0, 0.8074, 0.6597, 0.9682, 0.0258, 0.8519, -0.7906, 0.9678, -0.1027, 0.5267, 0.2732, 0.9287, 0.5423, 0.872, 0.5423, 0.2023, -0.4019, 0.7964, -0.3182, 0.25, 0.296, 0.7351, 0.9153, 0.6369, 0.7269, 0.0, 0.6908, 0.6705, 0.8176, 0.7269, 0.7906, -0.9205, 0.4019, -0.7184, 0.4019, 0.5859, 0.3612, 0.836, 0.5423, 0.743, -0.4939, -0.8934, 0.8658, 0.4588, 0.0, 0.4767, 0.0, 0.5994, -0.9201, 0.886, -0.1531, -0.34, 0.3612, 0.8126, 0.886, 0.0, -0.4588, 0.1531, -0.5574, 0.7906, 0.0, 0.8442, -0.0516, -0.4019, -0.4777, 0.0772, 0.4404, 0.7937, -0.3818, 0.9186, 0.9136, 0.6369, 0.7269, 0.9559, 0.6705, -0.6486, 0.8591, -0.1027, 0.6808, -0.7506, 0.8625, 0.8979, 0.6369, 0.4939, -0.2263, -0.5267, -0.7351, 0.5729, 0.2023, -0.3182, 0.6369, 0.3612, 0.872, 0.8885, 0.0, 0.802, -0.8798, -0.2023, -0.9423, -0.6808, 0.5719, 0.4588, 0.9337, 0.0516, -0.3182, 0.6369, 0.7906, 0.4404, 0.4404, 0.5106, 0.8402, 0.3182, 0.7783, 0.4939, -0.3612, -0.3818, 0.0, -0.5859, 0.8074, -0.8126, 0.0516, 0.5719, -0.1531, -0.34, 0.4939, -0.575, 0.6705, 0.891, 0.8744, 0.8481, -0.4019, -0.9022, -0.8, -0.8074, -0.7906, 0.0, 0.0, -0.5423, -0.5859, -0.0772, -0.4215, 0.4588, -0.2263, 0.4939, -0.0516, -0.1027, 0.7964, -0.4215, 0.6249, 0.6124, 0.6124, 0.0772, 0.5267, 0.3612, 0.7184, -0.3612, 0.34, -0.024, 0.8316, 0.836, 0.7184, 0.0, -0.9231, 0.0258, 0.0, -0.3818, 0.4939, -0.7003, 0.0772, 0.0, -0.5859, -0.6908, 0.0, 0.7269, -0.6486, 0.3612, -0.1779, 0.5106, -0.3182, -0.0258, -0.0516, 0.3591, 0.3612, 0.5994, 0.5994, 0.7351, 0.5859]"
Arthur,comedy,"[-0.0772, -0.5267, 0.6486, 0.0258, 0.743, -0.8904, 0.0258, -0.6941, 0.4019, -0.9774, 0.93, -0.1027, 0.7269, 0.872, -0.4215, -0.7579, 0.7506, 0.7351, 0.7003, 0.7269, -0.7184, 0.4767, 0.0, 0.8807, 0.0, 0.6908, 0.8176, -0.4215, 0.8799, 0.6597, 0.4939, 0.875, 0.8555, 0.4404, -0.886, 0.0, 0.4767, 0.2263, 0.4588, 0.6249, 0.7783, 0.9337, 0.9246, 0.6124, -0.7096, -0.6486, 0.0, 0.8885, 0.5423, 0.5859, 0.9623, -0.3612, 0.765, 0.7964, 0.128, 0.7003, -0.4588, 0.0258, -0.743, 0.6249, -0.8316, 0.3818, 0.5106, 0.8658, 0.9485, 0.7269, 0.7096, 0.8625, -0.6486, 0.9805, -0.7659, 0.7003, 0.5574, 0.3612, -0.7783, -0.8779, 0.3182, 0.1779, 0.7351, -0.7269, 0.7506, 0.8689, 0.4215, 0.8807, -0.9468, -0.9274, 0.9169, -0.3182, -0.9524, 0.7783, 0.6124, -0.8442, 0.6124, 0.8519, 0.1531, 0.0, -0.2023, 0.9571, 0.3818, 0.6808, -0.3182, 0.8481, -0.5423, 0.0772, 0.5859, 0.0, 0.875, 0.9485, 0.6808, 0.872, 0.6705, 0.7579, 0.7184, 0.4749, -0.1027, -0.6369, 0.9538, 0.7717, -0.7579, 0.296, -0.8658, -0.296, 0.4019, 0.6393, 0.8689, 0.0, -0.8555, -0.1779, -0.0772, -0.7717, -0.836, -0.6249, 0.7717, 0.5859, 0.8271, 0.6808, 0.8176, 0.8591, 0.9274, 0.9393, 0.9413, 0.5994, 0.8807, 0.9451, 0.296, -0.6369, 0.4939, 0.7096, 0.4939, 0.6705, 0.7184, -0.1531, 0.9001, 0.9423, 0.7096, -0.7717, 0.5423, 0.25, 0.5859, 0.9595, 0.5994, 0.91, -0.7783, -0.9136, 0.34, -0.6124, -0.9571, 0.6124, -0.7579, 0.7269, 0.9578, -0.7783, 0.9042, -0.8807, 0.25, 0.2263, 0.7506, 0.5719, -0.7906, 0.2023, -0.7506, 0.5859, -0.4986, 0.8126, -0.2023, 0.6808, -0.4939, 0.9521, 0.9423, 0.8885, -0.5267, 0.0516, -0.9062, 0.2732, 0.9383, 0.8834, -0.5574, -0.8519, 0.833, 0.8996]"
Arsenic And Old Lace,"comedy,crime","[-0.5859, 0.4215, -0.9201, 0.0258, -0.5574, -0.2354, 0.8979, 0.836, 0.5106, 0.7717, 0.3182, 0.9442, 0.5414, 0.802, 0.9001, 0.836, 0.9118, 0.7152, 0.802, 0.0516, 0.9531, 0.9201, 0.91, 0.8519, 0.7184, 0.9413, 0.9081, 0.9423, 0.8271, 0.8176, 0.891, 0.9565, 0.7717, 0.0772, 0.8316, 0.936, 0.3612, 0.6908, -0.9153, -0.7096, 0.6908, -0.25, -0.9365, -0.4767, 0.4939, 0.5574, 0.91, 0.9169, 0.8689, 0.0772, -0.9618, -0.7269, 0.9118, -0.5994, 0.8316, 0.7351, 0.6124, -0.5859, 0.1531, 0.0, 0.7717, 0.9246, 0.9686, 0.8354, -0.0772, -0.9623, -0.0516, 0.9595, 0.9584, 0.875, 0.6249, 0.5719, 0.3818, 0.3265, 0.9274, 0.7964, 0.6486, 0.8979, -0.25, 0.743, 0.9502, 0.7713, 0.5267, 0.6908, 0.8807, 0.7096, 0.9468, 0.4939, 0.802, 0.1531, 0.743, 0.2516, -0.2052, 0.2732, 0.7003, 0.3612, 0.9349, 0.549, 0.25, -0.765, -0.8689, 0.4215, -0.4767, -0.128, -0.25, 0.1779, -0.9328, 0.8225, -0.5106, -0.1531, 0.7783, 0.5719, 0.5106, 0.4404, 0.6369, 0.8481, 0.4767, 0.9001, 0.7579, -0.0516, 0.8999, 0.2263, 0.8402, 0.0, -0.6124, 0.7783, 0.9643, 0.5423, 0.4404, -0.4019, -0.5106, 0.8625, 0.8834, 0.4019, 0.9118, 0.9726, 0.8834, 0.9042, 0.9633, 0.6124, 0.8176, 0.9403, 0.8779, 0.5859, 0.4404, 0.7184, 0.3182, 0.9501, -0.296, -0.9022, -0.0772, 0.9393, -0.7494, 0.2023, -0.7927, -0.7783, 0.9246, 0.9531, 0.9382, 0.9274, -0.6597, 0.8807, 0.9607, 0.8271, 0.7783, -0.7269, -0.8689, 0.2732, -0.7906, 0.9501, 0.4767, 0.8979, 0.9337, 0.7096, -0.5994, -0.946, 0.0772, 0.1531, 0.7506, 0.9828, 0.2764, 0.9552, 0.6705, 0.6597, 0.8689, -0.6808, 0.7351, 0.6124, 0.9081, 0.9716, 0.8779, 0.5423, 0.7579, 0.9758, 0.8271, 0.802, 0.9612, 0.891, 0.128, 0.9744]"
As Good As It Gets,"comedy,drama,romance","[0.9786, 0.886, 0.7096, -0.875, 0.8779, -0.296, 0.9559, 0.886, 0.9709, 0.8402, 0.9709, -0.7351, 0.0418, 0.4588, -0.9313, -0.8555, -0.5859, 0.128, 0.9413, 0.3612, 0.5859, -0.1531, 0.8176, -0.5859, 0.7964, 0.9081, 0.875, -0.7269, 0.9231, 0.6597, -0.7783, 0.7506, 0.8442, 0.5719, 0.7351, 0.0, 0.3182, 0.8625, -0.0772, 0.6124, 0.9337, -0.4939, -0.1027, -0.8442, -0.9393, 0.7269, 0.785, -0.8934, -0.8979, -0.4215, 0.7269, 0.7845, 0.9287, 0.8658, -0.34, -0.1027, 0.9246, 0.5859, 0.9726, 0.9413, 0.0258, -0.3632, -0.7269, 0.9028, -0.1779, -0.8126, 0.0772, 0.7351, -0.0258, 0.4767, -0.4767, 0.0516, -0.3818, -0.7717, -0.8779, 0.1027, 0.4939, -0.0772, -0.743, -0.6124, 0.946, -0.5423, 0.9501, 0.6597, -0.6249, 0.5859, 0.8591, 0.967, 0.3182, -0.7717, 0.6808, 0.875, -0.7269, 0.926, 0.1531, 0.7964, 0.7783, 0.8126, 0.9062, 0.8442, -0.765, -0.2023, -0.8979, 0.8625, -0.0772, 0.5859, 0.5994, 0.4404, 0.7973, -0.1779, 0.0516, -0.8159, 0.8481, 0.891, 0.7845, -0.8519, -0.7269, -0.1531, 0.9638, 0.4404, 0.9158, 0.9678, 0.296, 0.8885, 0.926, 0.8658, -0.5859, 0.7964, 0.5574, 0.9337, 0.6705, 0.7964, 0.743, -0.743, 0.7906, -0.6705, -0.8555, -0.9171, 0.25, 0.8834, 0.8779, 0.9213, 0.1779, -0.5267, 0.25, 0.9201, 0.34, 0.9493, 0.8709, 0.296, 0.5994, 0.6249, 0.5267, 0.6249, 0.7964, -0.1027, -0.129, 0.891, -0.9495, 0.9303, -0.6632, 0.6705, 0.91, -0.6634, 0.5994, -0.4404, 0.4588, 0.8074, -0.3612, -0.6486, 0.9571, 0.7906, 0.9607, 0.7269, 0.9186, 0.8885, 0.9601, 0.946, 0.3612, 0.8314, 0.9393, -0.5106, 0.7506, 0.9382, -0.3818, 0.4939, -0.4019, 0.5719, 0.4215, 0.7506, 0.4215, -0.4019, 0.8658, 0.0436, 0.5423, -0.7506, 0.9468, 0.7672, 0.9062, 0.34]"
Assassins,"action,thriller","[0.6486, 0.4588, -0.8442, 0.8524, 0.969, 0.7003, 0.4019, 0.8555, 0.3818, 0.872, 0.7351, 0.1779, 0.3818, 0.4588, 0.9565, 0.9803, 0.3612, -0.6597, 0.9081, 0.598, -0.25, -0.7096, -0.8957, 0.2023, -0.1531, 0.7845, 0.8555, -0.9517, -0.9468, -0.9628, 0.25, -0.7964, -0.4215, -0.7579, -0.0917, 0.9287, -0.936, 0.1027, -0.7184, -0.5574, 0.8957, -0.0516, 0.5106, -0.7845, -0.9565, -0.9062, -0.7845, -0.6124, -0.0516, -0.5994, -0.6249, 0.0772, -0.5859, 0.8074, -0.5994, -0.8481, 0.4215, -0.8481, 0.6003, -0.0258, -0.7096, -0.6486, -0.0258, 0.5859, -0.9633, -0.8519, -0.34, 0.128, -0.128, 0.5994, 0.9022, 0.6597, 0.0258, 0.34, 0.8225, -0.2732, -0.836, -0.926, -0.8074, 0.4019, 0.7964, -0.3818, -0.7845, 0.0772, 0.6486, -0.3818, -0.5141, -0.7003, 0.4019, 0.2263, -0.6808, -0.9042, -0.9501, -0.0772, -0.8627, -0.875, -0.8752, -0.7783, -0.34, -0.6249, -0.8779, -0.1779, -0.0772, 0.5267, -0.7096, 0.1531, -0.25, 0.5859, 0.8625, 0.946, -0.3818, 0.2023, 0.3612, 0.25, -0.5423, 0.8074, -0.7096, 0.9029, -0.2023, 0.4767, -0.8807, 0.4404, 0.9393, 0.7627, 0.802, -0.4588, 0.6597, 0.743, 0.9001, 0.9169, 0.9423, -0.7559, 0.8614, 0.3182, -0.6705, -0.296, 0.7003, 0.0, 0.128, 0.5994, 0.8689, -0.4767, 0.4767, -0.4588, 0.0772, -0.1689, -0.2263, 0.2023, -0.2263, 0.2732, 0.8225, -0.0516, 0.5994, -0.7635, 0.8934, -0.6815, 0.7906, -0.8074, 0.5994, 0.9062, 0.6784, 0.6808, 0.6369, 0.8807, 0.0516, 0.872, 0.9623, 0.3612, -0.6124, 0.4144, -0.8934, -0.0772, -0.4588, -0.9136, 0.3612, 0.875, -0.765, 0.3182, 0.7096, -0.9698, -0.5994, -0.8442, -0.8225, -0.9001, 0.1027, -0.6808, -0.9042, -0.7351, 0.4404, -0.8591, -0.959, -0.9875, -0.969, -0.5859, -0.1531, -0.7184, -0.7184, -0.9337, -0.1531, -0.926]"
